nmse,rmse,ssim,psnr,mae,relative_error,brightest_point_distance,sharpness_ratio
0.6629781723022461,0.44829049706459045,0.6870333552360535,22.53183364868164,0.360883504152298,0.69447356,74.0,0.5448865534203932
0.08287900686264038,0.1362878382205963,0.9486739039421082,32.87388229370117,0.10317578166723251,0.6655304,53.5350341796875,0.8782332107580223
0.03697489947080612,0.12136204540729523,0.9417380094528198,33.88136672973633,0.08263503760099411,0.47201058,27.294687271118164,0.7265946482827319
0.21657361090183258,0.292731910943985,0.8064865469932556,26.23362159729004,0.20176200568675995,0.54810417,131.0953826904297,1.1422137374369168
0.06463348120450974,0.16578692197799683,0.8839662075042725,31.17201805114746,0.11629756540060043,0.45368114,76.5375747680664,0.7309992495722845
0.10868526250123978,0.2320294827222824,0.8170279264450073,28.252159118652344,0.15805038809776306,0.47929233,78.49203491210938,0.716620426312458
0.09676463156938553,0.20171555876731873,0.8580474853515625,29.46823501586914,0.14391154050827026,0.49205893,104.35037231445312,0.6169326783334923
0.10229399800300598,0.22627243399620056,0.8262128829956055,28.47039031982422,0.14188441634178162,0.41771194,89.0,1.214820926769647
0.07846061885356903,0.18076738715171814,0.8915780186653137,30.420621871948242,0.12749503552913666,0.4730644,66.75328063964844,0.7617088571798863
0.17309266328811646,0.3250636160373688,0.6375139951705933,25.323657989501953,0.2256370186805725,0.48574066,90.2496566772461,0.8669288270678981
0.14224623143672943,0.2531073987483978,0.7998876571655273,27.496925354003906,0.1804165244102478,0.5117894,74.21590423583984,1.0227924199186402
0.032817941159009933,0.12307760119438171,0.8759846091270447,33.75944137573242,0.08468267321586609,0.36825696,43.8292121887207,0.7305894577298497
0.3436054587364197,0.33351513743400574,0.8269277811050415,25.1007137298584,0.23962554335594177,0.59289,167.02694702148438,0.9243586217374903
0.21238085627555847,0.2711500823497772,0.8544653654098511,26.898828506469727,0.20810553431510925,0.61061966,142.04576110839844,1.0576146531114021
0.23864001035690308,0.2761392295360565,0.8516830205917358,26.740461349487305,0.209600031375885,0.6146429,107.44766235351562,0.6863450742262411
0.042836111038923264,0.12826873362064362,0.9224734306335449,33.40060806274414,0.08735668659210205,0.44940823,50.0,0.8204303552987827
0.13900385797023773,0.24580955505371094,0.8365370631217957,27.751049041748047,0.17625075578689575,0.5288467,81.6333236694336,0.6790044216450566
0.33070987462997437,0.4422568082809448,0.5388746857643127,22.649534225463867,0.3062472343444824,0.5332482,201.1591339111328,0.9645255206979718
0.28531405329704285,0.35093557834625244,0.74574875831604,24.658475875854492,0.24504588544368744,0.55263704,172.40939331054688,0.6217993107657332
0.05267028883099556,0.16104891896247864,0.8665041923522949,31.42386817932129,0.11075107008218765,0.41992006,42.01190185546875,0.7509117788939659
0.1988956183195114,0.3558396100997925,0.5699596405029297,24.53793716430664,0.22721819579601288,0.43794662,132.0037841796875,0.7880234627749623
0.14765582978725433,0.10873875766992569,0.9689584970474243,34.8353385925293,0.07769264280796051,0.6896935,57.775428771972656,0.9658493343474742
0.0973103865981102,0.20162063837051392,0.8786913752555847,29.47232437133789,0.13959161937236786,0.46070802,73.08214569091797,1.0625520821077836
0.11313466727733612,0.23863299190998077,0.7932232618331909,28.008413314819336,0.16124050319194794,0.46165723,96.7729263305664,0.8455648171336825
0.12854033708572388,0.19422979652881622,0.9010512232780457,29.796707153320312,0.15083900094032288,0.6151394,90.78546142578125,0.825842263720766
0.22963431477546692,0.1912175714969635,0.9004103541374207,29.93246841430664,0.15995649993419647,0.7219658,66.7607650756836,0.8197537470641263
0.08391810208559036,0.1910782903432846,0.8360137939453125,29.938796997070312,0.1431618481874466,0.5005111,50.990196228027344,0.9358298308466001
0.4577503800392151,0.4345164895057678,0.6315054893493652,22.802898406982422,0.2893284857273102,0.5664472,212.84971618652344,0.7453200076489941
0.05057377740740776,0.1724989265203476,0.7892321348190308,30.827295303344727,0.1095006912946701,0.3654556,72.3394775390625,0.6958952751486689
0.3592536449432373,0.4506763219833374,0.6052196621894836,22.485727310180664,0.32920095324516296,0.58960223,159.5242919921875,1.1808458425101707
0.041100651025772095,0.08219767361879349,0.9359302520751953,37.26583480834961,0.05294860154390335,0.45623183,21.840330123901367,0.880061447200137
0.022118140012025833,0.11191833019256592,0.8890740871429443,34.584999084472656,0.0695243552327156,0.3824124,35.84689712524414,0.9871509110397049
0.008268960751593113,0.04406582564115524,0.9691076278686523,42.68098449707031,0.021304763853549957,0.25896102,4.0,0.8548787938816541
0.06573374569416046,0.1946696639060974,0.7423926591873169,29.77705955505371,0.1278492659330368,0.40930846,69.58448028564453,0.9606331231917
0.10919283330440521,0.15158279240131378,0.9354472160339355,31.95002555847168,0.1127062663435936,0.6569333,82.63776397705078,0.838427437107281
0.2672766447067261,0.33071842789649963,0.7795391082763672,25.173856735229492,0.2106323540210724,0.5293491,206.63011169433594,0.8279922015523925
0.1098511591553688,0.223846897482872,0.8152937293052673,28.564002990722656,0.15750397741794586,0.49460274,59.13543701171875,0.6306836039495406
0.22220322489738464,0.27970272302627563,0.8384321331977844,26.62908935546875,0.20659726858139038,0.5923826,78.64476776123047,0.7486806825140276
0.16316372156143188,0.32029029726982117,0.702918529510498,25.452146530151367,0.21026799082756042,0.43667358,76.6093978881836,0.9204017782819377
0.2254408895969391,0.3454611897468567,0.7702392339706421,24.795040130615234,0.22931025922298431,0.5095549,146.23953247070312,1.1211565979178653
0.22455163300037384,0.2526552975177765,0.83717942237854,27.512454986572266,0.190195232629776,0.62144494,73.68174743652344,0.7013114709869498
0.14578303694725037,0.23244421184062958,0.8305975794792175,28.236648559570312,0.1608569324016571,0.5196279,89.05054473876953,0.9448518885319874
0.2868480384349823,0.3953539729118347,0.6457881927490234,23.623302459716797,0.26795870065689087,0.51174116,132.96615600585938,1.0676396460162292
0.4305839240550995,0.28307002782821655,0.8679046630859375,26.525144577026367,0.20850421488285065,0.6916431,189.5098876953125,0.8246653717085487
0.021925540640950203,0.08500004559755325,0.9139353632926941,36.974639892578125,0.05930231511592865,0.37997106,10.0,0.7773513362555333
0.6568346619606018,0.3323366045951843,0.8700661063194275,25.131460189819336,0.27882903814315796,0.79238504,72.80110168457031,0.8274079584883264
0.20243088901042938,0.22889366745948792,0.8961483836174011,28.370349884033203,0.17659474909305573,0.64578635,117.9237060546875,0.7561195670187383
0.3932827413082123,0.25968509912490845,0.8782142400741577,27.27408218383789,0.214351624250412,0.7684504,84.05950164794922,0.7355080186923362
0.4150494933128357,0.2637676000595093,0.8912413716316223,27.138595581054688,0.20250152051448822,0.7360475,173.10401916503906,0.9122191999003413
