,mean,std,min,max,median
nmse,0.19989812130108475,0.16320895002053554,0.008268960751593113,0.9090924263000488,0.15514564514160156
rmse,0.23747888393700123,0.09770848920476716,0.04406582564115524,0.4506763219833374,0.232236847281456
ssim,0.8359707015752792,0.10166050992610737,0.5388746857643127,0.9746412634849548,0.8671525418758392
psnr,28.921419734954835,4.1445044776481526,22.485727310180664,42.68098449707031,28.244403839111328
mae,0.17083328343927862,0.07320620543349529,0.021304763853549957,0.360883504152298,0.1641937792301178
relative_error,0.5536724925041199,0.1259792447090149,0.258961021900177,0.8954017758369446,0.5312986373901367
brightest_point_distance,94.42458311080932,50.01877734762063,4.0,212.84971618652344,86.85389709472656
sharpness_ratio,0.8585500998002176,0.1519610998409245,0.544250333075793,1.2990620085001787,0.8443576147397447
