nmse,rmse,ssim,psnr,mae,relative_error,brightest_point_distance,sharpness_ratio
0.08450464904308319,0.15776503086090088,0.8692275881767273,31.602807998657227,0.11019507795572281,0.5456161,2.2360680103302,0.5572984189686535
0.054891884326934814,0.1151466816663742,0.9187484383583069,34.33799362182617,0.08059865981340408,0.49667525,1.0,1.0114934361583225
0.04326411709189415,0.14924870431423187,0.8701139688491821,32.08481216430664,0.10479556769132614,0.3572965,1.0,0.977728229300973
0.04997855797410011,0.11392714828252792,0.896847665309906,34.43048095703125,0.07587270438671112,0.4630574,2.2360680103302,0.7721654346239312
0.12732252478599548,0.1486663818359375,0.9283442497253418,32.11876678466797,0.1093372330069542,0.65538156,2.2360680103302,0.9009906928870721
0.1273067146539688,0.2519914507865906,0.6343399882316589,27.535306930541992,0.18324725329875946,0.47855645,226.62965393066406,0.751773733182247
0.10134456306695938,0.18317624926567078,0.7508840560913086,30.305639266967773,0.12959496676921844,0.56082237,12.369317054748535,0.6507676939967707
0.21513499319553375,0.26680877804756165,0.663021981716156,27.039020538330078,0.20315885543823242,0.60972464,33.241539001464844,0.6546504000399137
0.13009750843048096,0.25473853945732117,0.7492778897285461,27.441129684448242,0.19667457044124603,0.505674,3.1622776985168457,1.1947845241853199
0.10443249344825745,0.13866987824440002,0.9192922711372375,32.72338104248047,0.09052896499633789,0.6443913,2.2360680103302,0.7892568951405349
0.030573541298508644,0.10501312464475632,0.910538911819458,35.13814926147461,0.06741942465305328,0.36591873,1.4142135381698608,0.7063695324898726
0.013669006526470184,0.08097472041845322,0.9272334575653076,37.396034240722656,0.05192708224058151,0.2800187,1.4142135381698608,0.8371055046379492
0.014265867881476879,0.09288700670003891,0.8479821681976318,36.203922271728516,0.056295182555913925,0.2684533,1.0,0.7590389381133642
0.01145967561751604,0.06827569007873535,0.9534011483192444,38.87770080566406,0.0351756326854229,0.34317517,6.082762718200684,0.86901319619735
0.0625767707824707,0.1354645937681198,0.9432812333106995,32.92650604248047,0.10353929549455643,0.487478,1.4142135381698608,0.8848820891086966
0.08719391375780106,0.21113841235637665,0.8358443975448608,29.071678161621094,0.13735546171665192,0.4264334,1.4142135381698608,0.8945470957494925
0.0650811418890953,0.04631688818335533,0.9792473316192627,42.248233795166016,0.024556219577789307,0.44427323,1.4142135381698608,0.8897804848688017
0.016775937750935555,0.08201271295547485,0.9077190160751343,37.285400390625,0.05621308088302612,0.37103012,1.4142135381698608,0.8443077234140653
0.04140662029385567,0.10988271236419678,0.9308449625968933,34.74443435668945,0.08247312158346176,0.48064423,2.2360680103302,0.9217610341225275
0.04362910985946655,0.14551030099391937,0.8569895029067993,32.30514907836914,0.09858715534210205,0.38825476,3.0,0.9709962798778465
0.046103332191705704,0.1049494743347168,0.9159484505653381,35.14341735839844,0.07575827091932297,0.4582471,1.4142135381698608,0.9055100199840803
0.016567425802350044,0.0736396461725235,0.9433408975601196,38.22079086303711,0.050976719707250595,0.3437304,2.2360680103302,0.921434368836096
0.022427702322602272,0.07143441587686539,0.9454232454299927,38.48487091064453,0.04203753545880318,0.38493294,2.2360680103302,0.8743411784616384
0.013589310459792614,0.07564274221658707,0.9412018656730652,37.98767852783203,0.04897289350628853,0.29472858,1.4142135381698608,0.8633550895192381
0.016487982124090195,0.08563891798257828,0.9399963021278381,36.90959930419922,0.05227834731340408,0.30035532,1.0,0.8853653083896734
0.054107774049043655,0.11916280537843704,0.8783469796180725,34.04020690917969,0.08533655107021332,0.50244963,2.0,0.8333449802235435
0.016092779114842415,0.08264034241437912,0.9249503016471863,37.21918487548828,0.05352696403861046,0.2949654,0.0,0.8328807038614685
0.059434711933135986,0.14254440367221832,0.8671754002571106,32.4840202331543,0.1065109595656395,0.46735373,3.1622776985168457,0.9842449490748229
0.22645488381385803,0.2752390205860138,0.7147305011749268,26.768823623657227,0.2040940374135971,0.5691631,61.269893646240234,0.7592741726914443
0.043642207980155945,0.07796773314476013,0.9579173922538757,37.724727630615234,0.047135572880506516,0.5140849,2.0,0.9206575569116224
0.02033342979848385,0.1079765260219574,0.865718424320221,34.89643859863281,0.06887484341859818,0.29676333,1.0,1.0165588332517594
0.03956358879804611,0.12236098200082779,0.9096521735191345,33.81016540527344,0.08338994532823563,0.39593834,1.4142135381698608,0.6765341909617549
0.07321512699127197,0.1263926774263382,0.8999040722846985,33.528587341308594,0.09139752388000488,0.5030853,1.4142135381698608,0.7474246782130677
0.10590077191591263,0.18719495832920074,0.8634470105171204,30.11713981628418,0.1403363198041916,0.5411992,2.2360680103302,0.760031848551601
0.07860572636127472,0.12001556903123856,0.9038108587265015,33.978271484375,0.08194369822740555,0.56785077,1.4142135381698608,0.8328602260114305
0.18888936936855316,0.25007641315460205,0.7166159152984619,27.6015682220459,0.18364782631397247,0.6500731,195.68597412109375,0.775233318538586
