,mean,std,min,max,median
nmse,0.027992985020391645,0.07868325947970516,0.0027491941582411528,0.5142219662666321,0.008088462986052036
rmse,0.07021652914583683,0.059625942799460784,0.026724983006715775,0.32986190915107727,0.0491624940186739
ssim,0.9406464302539825,0.04753200012103347,0.7406095862388611,0.9860869646072388,0.956334799528122
psnr,40.19018260955811,4.463935888930787,25.196380615234375,47.02467727661133,41.730403900146484
mae,0.04336190206930041,0.047599206083446866,0.010981772094964981,0.2661888301372528,0.026085592806339264
relative_error,0.27930521965026855,0.1149216815829277,0.14346911013126373,0.7259277105331421,0.24047943949699402
brightest_point_distance,6.696015043258667,30.338150410628785,0.0,179.23448181152344,1.0
sharpness_ratio,0.8752528117449577,0.12485404542900654,0.3012181911233027,1.3524844935549527,0.8851060216376299
