nmse,rmse,ssim,psnr,mae,relative_error,brightest_point_distance,sharpness_ratio
0.007776128128170967,0.049343205988407135,0.9613272547721863,41.6984748840332,0.023196157068014145,0.20795786,1.0,0.8739708849489121
0.07218403369188309,0.11500880122184753,0.9040495157241821,34.34840393066406,0.07682061195373535,0.5601888,1.4142135381698608,0.8936950322799145
0.005340078845620155,0.0529295913875103,0.9391441941261292,41.089054107666016,0.030949296429753304,0.20112841,1.0,0.850178771328883
0.015497244894504547,0.0709310919046402,0.941260576248169,38.54629135131836,0.04475850611925125,0.3371243,1.0,0.7976472540701555
0.005242331884801388,0.045207828283309937,0.9686875939369202,42.4587516784668,0.023857997730374336,0.19589949,1.0,0.9219216101599782
0.009405258111655712,0.07078225165605545,0.9128692150115967,38.56453323364258,0.04146936163306236,0.24075872,1.4142135381698608,0.8732442573202147
0.006925299763679504,0.04434247314929962,0.9533684849739075,42.626625061035156,0.02318275347352028,0.23606464,0.0,0.8488424781096812
0.008383620530366898,0.05577879026532173,0.9531950354576111,40.63364028930664,0.027649972587823868,0.23831871,0.0,0.907773592643027
0.008346853777766228,0.04222960025072098,0.9722386002540588,43.050682067871094,0.022264322265982628,0.34073177,1.0,0.9171863148650085
0.004182043019682169,0.044161178171634674,0.9639996290206909,42.66221237182617,0.023510493338108063,0.18249565,0.0,0.9104875854495319
0.014463618397712708,0.0642295703291893,0.9467921257019043,39.4083251953125,0.03649502247571945,0.29660016,0.0,0.8166208270515815
0.0034764010924845934,0.04769410192966461,0.9301537275314331,41.99373245239258,0.023384343832731247,0.14346911,1.4142135381698608,0.8873777329808045
0.0045440541580319405,0.04898178204894066,0.964695394039154,41.762332916259766,0.024064263328909874,0.17007363,0.0,0.9357550149819389
0.13921378552913666,0.2635125517845154,0.7406095862388611,27.14699935913086,0.19318610429763794,0.49746922,1.0,1.3524844935549527
0.014100057072937489,0.07573391497135162,0.9564278721809387,37.97721481323242,0.0411771684885025,0.3418421,1.0,0.865715083082325
0.006198230665177107,0.04360485449433327,0.9690664410591125,42.77232360839844,0.020495785400271416,0.22949606,0.0,0.9204041227415756
0.019281921908259392,0.09354289621114731,0.9110151529312134,36.14280700683594,0.0635857880115509,0.3197085,1.4142135381698608,0.9853489743250474
0.014821735210716724,0.0696520134806633,0.9413956999778748,38.704349517822266,0.04805231839418411,0.3303118,1.0,0.8195845611169593
0.5142219662666321,0.32986190915107727,0.7871941924095154,25.196380615234375,0.2661888301372528,0.7259277,179.23448181152344,0.3012181911233027
0.0104826670140028,0.026724983006715775,0.9860869646072388,47.02467727661133,0.01680721715092659,0.41612253,0.0,0.9883044602078948
0.005856421310454607,0.05354280024766922,0.9498422741889954,40.98899841308594,0.026162685826420784,0.20710196,1.0,0.9213250728322242
0.010156095027923584,0.07079990953207016,0.9252005815505981,38.56237030029297,0.042475488036870956,0.24358721,0.0,0.9181872596443956
