train/total_loss,train/logvar,train/kl_loss,train/nll_loss,train/rec_loss,train/d_weight,train/disc_factor,train/g_loss,lr,step,total_steps,timestamp,datetime
419.91614,0.0,151183.71875,2100.35107,0.03205,5000.0,1.0,-0.33612,0.0,52600,150000,2025-08-15 21:34:58,2025-08-15 21:34:58
-796.80139,0.0,163456.28125,1273.49854,0.01943,5000.0,1.0,-0.41409,0.0,52700,150000,2025-08-15 21:35:17,2025-08-15 21:35:17
-1085.17236,0.0,154498.75,993.00366,0.01515,5000.0,1.0,-0.41567,0.0,52800,150000,2025-08-15 21:35:35,2025-08-15 21:35:35
-1208.34216,0.0,155795.1875,1295.06311,0.01976,5000.0,1.0,-0.50071,0.0,52900,150000,2025-08-15 21:35:54,2025-08-15 21:35:54
-891.64331,0.0,159324.4375,1516.2323,0.02314,5000.0,1.0,-0.48161,0.0,53000,150000,2025-08-15 21:36:12,2025-08-15 21:36:12
5.30457,0.0,161201.48438,1666.25171,0.02542,5000.0,1.0,-0.33222,0.0,53100,150000,2025-08-15 21:36:30,2025-08-15 21:36:30
-1598.76514,0.0,154742.375,878.39801,0.0134,5000.0,1.0,-0.49546,0.0,53200,150000,2025-08-15 21:36:49,2025-08-15 21:36:49
-693.48816,0.0,153385.4375,1500.74536,0.0229,5000.0,1.0,-0.43888,0.0,53300,150000,2025-08-15 21:37:07,2025-08-15 21:37:07
-1073.75537,0.0,153361.96875,1382.07153,0.02109,5000.0,1.0,-0.4912,0.0,53400,150000,2025-08-15 21:37:25,2025-08-15 21:37:25
-1024.84131,0.0,154323.1875,1047.6521,0.01599,5000.0,1.0,-0.41453,0.0,53500,150000,2025-08-15 21:37:43,2025-08-15 21:37:43
-1120.01807,0.0,157880.76562,1076.28528,0.01642,5000.0,1.0,-0.43929,0.0,53600,150000,2025-08-15 21:38:02,2025-08-15 21:38:02
305.62817,0.0,153420.96875,2297.40527,0.03506,5000.0,1.0,-0.39839,0.0,53700,150000,2025-08-15 21:38:20,2025-08-15 21:38:20
-646.23975,0.0,147232.9375,1704.90088,0.02601,5000.0,1.0,-0.47026,0.0,53800,150000,2025-08-15 21:38:38,2025-08-15 21:38:38
-792.42505,0.0,161007.01562,1186.80505,0.01811,5000.0,1.0,-0.39588,0.0,53900,150000,2025-08-15 21:38:56,2025-08-15 21:38:56
-1239.99878,0.0,154417.0625,916.495,0.01398,5000.0,1.0,-0.43133,0.0,54000,150000,2025-08-15 21:39:15,2025-08-15 21:39:15
-1112.4187,0.0,152640.75,1157.14233,0.01766,5000.0,1.0,-0.45394,0.0,54100,150000,2025-08-15 21:39:33,2025-08-15 21:39:33
-1215.52832,0.0,153858.57812,1339.05322,0.02043,5000.0,1.0,-0.51095,0.0,54200,150000,2025-08-15 21:39:51,2025-08-15 21:39:51
-622.625,0.0,150696.28125,1530.55164,0.02335,5000.0,1.0,-0.43067,0.0,54300,150000,2025-08-15 21:40:09,2025-08-15 21:40:09
-1274.53027,0.0,150863.26562,1343.43799,0.0205,5000.0,1.0,-0.52362,0.0,54400,150000,2025-08-15 21:40:28,2025-08-15 21:40:28
-851.57568,0.0,152009.53125,1088.18677,0.0166,5000.0,1.0,-0.38798,0.0,54500,150000,2025-08-15 21:40:46,2025-08-15 21:40:46
-385.90466,0.0,158542.0625,1561.81714,0.02383,5000.0,1.0,-0.38958,0.0,54600,150000,2025-08-15 21:41:05,2025-08-15 21:41:05
-1004.96533,0.0,152990.125,1218.29089,0.01859,5000.0,1.0,-0.44468,0.0,54700,150000,2025-08-15 21:41:23,2025-08-15 21:41:23
-897.5271,0.0,161437.35938,1138.80908,0.01738,5000.0,1.0,-0.4073,0.0,54800,150000,2025-08-15 21:41:42,2025-08-15 21:41:42
-242.95178,0.0,154428.20312,1956.97925,0.02986,5000.0,1.0,-0.44002,0.0,54900,150000,2025-08-15 21:42:00,2025-08-15 21:42:00
-838.15601,0.0,152076.54688,1446.71899,0.02208,5000.0,1.0,-0.45701,0.0,55000,150000,2025-08-15 21:42:20,2025-08-15 21:42:20
-1322.98755,0.0,155222.1875,1219.41846,0.01861,5000.0,1.0,-0.50851,0.0,55100,150000,2025-08-15 21:42:39,2025-08-15 21:42:39
-1134.51697,0.0,157846.70312,1442.86792,0.02202,5000.0,1.0,-0.51551,0.0,55200,150000,2025-08-15 21:42:58,2025-08-15 21:42:58
-980.37903,0.0,161029.15625,1162.65723,0.01774,5000.0,1.0,-0.42864,0.0,55300,150000,2025-08-15 21:43:17,2025-08-15 21:43:17
-809.25183,0.0,153946.35938,1339.07666,0.02043,5000.0,1.0,-0.4297,0.0,55400,150000,2025-08-15 21:43:35,2025-08-15 21:43:35
-31.11987,0.0,150174.65625,2152.87109,0.03285,5000.0,1.0,-0.43683,0.0,55500,150000,2025-08-15 21:43:53,2025-08-15 21:43:53
-1012.12585,0.0,159820.39062,1165.53125,0.01778,5000.0,1.0,-0.43556,0.0,55600,150000,2025-08-15 21:44:12,2025-08-15 21:44:12
-957.5603,0.0,156959.57812,1069.56799,0.01632,5000.0,1.0,-0.40546,0.0,55700,150000,2025-08-15 21:44:30,2025-08-15 21:44:30
104.75659,0.0,147088.65625,2400.14844,0.03662,5000.0,1.0,-0.45911,0.0,55800,150000,2025-08-15 21:44:48,2025-08-15 21:44:48
-205.74902,0.0,152389.42188,2049.74268,0.03128,5000.0,1.0,-0.45113,0.0,55900,150000,2025-08-15 21:45:07,2025-08-15 21:45:07
-1166.4917,0.0,159169.0,1213.38379,0.01851,5000.0,1.0,-0.47601,0.0,56000,150000,2025-08-15 21:45:25,2025-08-15 21:45:25
-569.84521,0.0,155177.96875,1534.72156,0.02342,5000.0,1.0,-0.42094,0.0,56100,150000,2025-08-15 21:45:44,2025-08-15 21:45:44
-1560.29822,0.0,162643.84375,763.83942,0.01166,5000.0,1.0,-0.46486,0.0,56200,150000,2025-08-15 21:46:02,2025-08-15 21:46:02
-1202.92383,0.0,151366.15625,1346.57788,0.02055,5000.0,1.0,-0.50993,0.0,56300,150000,2025-08-15 21:46:21,2025-08-15 21:46:21
-682.5437,0.0,150549.26562,1595.04358,0.02434,5000.0,1.0,-0.45555,0.0,56400,150000,2025-08-15 21:46:39,2025-08-15 21:46:39
-928.28284,0.0,155764.8125,1328.63098,0.02027,5000.0,1.0,-0.45141,0.0,56500,150000,2025-08-15 21:46:57,2025-08-15 21:46:57
-344.78235,0.0,150494.98438,1745.49292,0.02663,5000.0,1.0,-0.41809,0.0,56600,150000,2025-08-15 21:47:16,2025-08-15 21:47:16
-1016.03784,0.0,154098.0,1164.99756,0.01778,5000.0,1.0,-0.43624,0.0,56700,150000,2025-08-15 21:47:34,2025-08-15 21:47:34
-1539.57031,0.0,161036.46875,899.93182,0.01373,5000.0,1.0,-0.48793,0.0,56800,150000,2025-08-15 21:47:53,2025-08-15 21:47:53
-906.05786,0.0,150703.25,1299.91931,0.01984,5000.0,1.0,-0.44123,0.0,56900,150000,2025-08-15 21:48:11,2025-08-15 21:48:11
-1191.77344,0.0,157449.3125,1197.86914,0.01828,5000.0,1.0,-0.47796,0.0,57000,150000,2025-08-15 21:48:29,2025-08-15 21:48:29
-359.52502,0.0,153593.25,1526.17322,0.02329,5000.0,1.0,-0.37717,0.0,57100,150000,2025-08-15 21:48:48,2025-08-15 21:48:48
-725.12573,0.0,154972.82812,1333.37109,0.02035,5000.0,1.0,-0.41173,0.0,57200,150000,2025-08-15 21:49:06,2025-08-15 21:49:06
-1359.40906,0.0,157310.25,1196.47559,0.01826,5000.0,1.0,-0.51121,0.0,57300,150000,2025-08-15 21:49:25,2025-08-15 21:49:25
-217.11768,0.0,154225.84375,2012.04895,0.0307,5000.0,1.0,-0.44586,0.0,57400,150000,2025-08-15 21:49:44,2025-08-15 21:49:44
-1213.92358,0.0,164593.1875,881.86951,0.01346,5000.0,1.0,-0.41919,0.0,57500,150000,2025-08-15 21:50:02,2025-08-15 21:50:02
-1057.29028,0.0,155106.78125,1360.29529,0.02076,5000.0,1.0,-0.48355,0.0,57600,150000,2025-08-15 21:50:20,2025-08-15 21:50:20
-1402.10181,0.0,158298.98438,833.81189,0.01272,5000.0,1.0,-0.44721,0.0,57700,150000,2025-08-15 21:50:39,2025-08-15 21:50:39
196.62524,0.0,150471.53125,2256.09717,0.03443,5000.0,1.0,-0.41192,0.0,57800,150000,2025-08-15 21:50:57,2025-08-15 21:50:57
-664.91223,0.0,162517.53125,1345.82861,0.02054,5000.0,1.0,-0.40218,0.0,57900,150000,2025-08-15 21:51:15,2025-08-15 21:51:15
-693.43127,0.0,162245.8125,1406.99927,0.02147,5000.0,1.0,-0.42012,0.0,58000,150000,2025-08-15 21:51:33,2025-08-15 21:51:33
-441.38232,0.0,162855.26562,1414.74146,0.02159,5000.0,1.0,-0.37126,0.0,58100,150000,2025-08-15 21:51:52,2025-08-15 21:51:52
-1492.56897,0.0,159312.90625,861.17773,0.01314,5000.0,1.0,-0.47078,0.0,58200,150000,2025-08-15 21:52:10,2025-08-15 21:52:10
-1810.50684,0.0,152159.39062,1003.41516,0.01531,5000.0,1.0,-0.56281,0.0,58300,150000,2025-08-15 21:52:28,2025-08-15 21:52:28
-492.94373,0.0,159862.28125,1200.65186,0.01832,5000.0,1.0,-0.33875,0.0,58400,150000,2025-08-15 21:52:47,2025-08-15 21:52:47
-1867.57568,0.0,164500.64062,975.93188,0.01489,5000.0,1.0,-0.56873,0.0,58500,150000,2025-08-15 21:53:05,2025-08-15 21:53:05
-1073.15869,0.0,156207.8125,1291.20581,0.0197,5000.0,1.0,-0.4729,0.0,58600,150000,2025-08-15 21:53:23,2025-08-15 21:53:23
-1533.34583,0.0,151147.125,1147.08069,0.0175,5000.0,1.0,-0.53612,0.0,58700,150000,2025-08-15 21:53:42,2025-08-15 21:53:42
8.94751,0.0,152559.78125,1873.95898,0.02859,5000.0,1.0,-0.37303,0.0,58800,150000,2025-08-15 21:54:00,2025-08-15 21:54:00
-427.46008,0.0,154434.5625,1667.19043,0.02544,5000.0,1.0,-0.41896,0.0,58900,150000,2025-08-15 21:54:18,2025-08-15 21:54:18
-781.95703,0.0,159996.54688,1654.9696,0.02525,5000.0,1.0,-0.48742,0.0,59000,150000,2025-08-15 21:54:37,2025-08-15 21:54:37
-1044.46021,0.0,159760.96875,941.94763,0.01437,5000.0,1.0,-0.39731,0.0,59100,150000,2025-08-15 21:54:56,2025-08-15 21:54:56
-640.29919,0.0,149325.28125,1621.271,0.02474,5000.0,1.0,-0.45234,0.0,59200,150000,2025-08-15 21:55:14,2025-08-15 21:55:14
-994.2356,0.0,153594.0,1348.93823,0.02058,5000.0,1.0,-0.46867,0.0,59300,150000,2025-08-15 21:55:32,2025-08-15 21:55:32
-1469.73828,0.0,152077.4375,930.31696,0.0142,5000.0,1.0,-0.48004,0.0,59400,150000,2025-08-15 21:55:51,2025-08-15 21:55:51
-1201.92017,0.0,152541.51562,1462.25415,0.02231,5000.0,1.0,-0.53287,0.0,59500,150000,2025-08-15 21:56:09,2025-08-15 21:56:09
-1147.0592,0.0,157881.01562,1445.61328,0.02206,5000.0,1.0,-0.51857,0.0,59600,150000,2025-08-15 21:56:27,2025-08-15 21:56:27
108.14758,0.0,155291.5625,1675.41504,0.02556,5000.0,1.0,-0.31348,0.0,59700,150000,2025-08-15 21:56:46,2025-08-15 21:56:46
-1922.39307,0.0,158062.8125,724.28729,0.01105,5000.0,1.0,-0.52937,0.0,59800,150000,2025-08-15 21:57:05,2025-08-15 21:57:05
-1145.41394,0.0,154426.42188,1259.82202,0.01922,5000.0,1.0,-0.48108,0.0,59900,150000,2025-08-15 21:57:23,2025-08-15 21:57:23
-864.54102,0.0,155490.51562,1369.79346,0.0209,5000.0,1.0,-0.4469,0.0,60000,150000,2025-08-15 21:57:43,2025-08-15 21:57:43
-430.92249,0.0,153291.59375,1694.32947,0.02585,5000.0,1.0,-0.42508,0.0,60100,150000,2025-08-15 21:58:01,2025-08-15 21:58:01
-1692.11694,0.0,157615.0625,802.26648,0.01224,5000.0,1.0,-0.49891,0.0,60200,150000,2025-08-15 21:58:20,2025-08-15 21:58:20
-1131.92725,0.0,155068.32812,1449.30054,0.02211,5000.0,1.0,-0.51628,0.0,60300,150000,2025-08-15 21:58:38,2025-08-15 21:58:38
-1476.65601,0.0,161064.625,1043.61902,0.01592,5000.0,1.0,-0.50409,0.0,60400,150000,2025-08-15 21:58:56,2025-08-15 21:58:56
-1296.18469,0.0,156870.6875,1130.02026,0.01724,5000.0,1.0,-0.48527,0.0,60500,150000,2025-08-15 21:59:14,2025-08-15 21:59:14
-1128.16357,0.0,157696.15625,1098.61914,0.01676,5000.0,1.0,-0.44539,0.0,60600,150000,2025-08-15 21:59:33,2025-08-15 21:59:33
-132.78271,0.0,157451.89062,1424.01245,0.02173,5000.0,1.0,-0.31139,0.0,60700,150000,2025-08-15 21:59:51,2025-08-15 21:59:51
-1465.57861,0.0,155107.21875,888.52368,0.01356,5000.0,1.0,-0.47085,0.0,60800,150000,2025-08-15 22:00:10,2025-08-15 22:00:10
-712.72052,0.0,160176.84375,999.96283,0.01526,5000.0,1.0,-0.34257,0.0,60900,150000,2025-08-15 22:00:28,2025-08-15 22:00:28
-1208.23987,0.0,152465.53125,1366.48413,0.02085,5000.0,1.0,-0.51498,0.0,61000,150000,2025-08-15 22:00:46,2025-08-15 22:00:46
-141.63379,0.0,152982.85938,2085.09155,0.03182,5000.0,1.0,-0.44538,0.0,61100,150000,2025-08-15 22:01:05,2025-08-15 22:01:05
-887.80798,0.0,157793.53125,1260.71899,0.01924,5000.0,1.0,-0.42974,0.0,61200,150000,2025-08-15 22:01:23,2025-08-15 22:01:23
-849.61426,0.0,156606.40625,1019.5896,0.01556,5000.0,1.0,-0.37387,0.0,61300,150000,2025-08-15 22:01:41,2025-08-15 22:01:41
-641.13867,0.0,158519.65625,1500.41296,0.02289,5000.0,1.0,-0.42834,0.0,61400,150000,2025-08-15 22:01:59,2025-08-15 22:01:59
-1108.77612,0.0,154071.03125,1344.64429,0.02052,5000.0,1.0,-0.49071,0.0,61500,150000,2025-08-15 22:02:18,2025-08-15 22:02:18
-700.27869,0.0,159110.53125,1368.96338,0.02089,5000.0,1.0,-0.41388,0.0,61600,150000,2025-08-15 22:02:37,2025-08-15 22:02:37
-1761.94995,0.0,158666.25,829.38965,0.01266,5000.0,1.0,-0.5183,0.0,61700,150000,2025-08-15 22:02:55,2025-08-15 22:02:55
-1118.84119,0.0,157540.65625,1261.04199,0.01924,5000.0,1.0,-0.47601,0.0,61800,150000,2025-08-15 22:03:13,2025-08-15 22:03:13
-746.44287,0.0,155908.0625,1381.94788,0.02109,5000.0,1.0,-0.42571,0.0,61900,150000,2025-08-15 22:03:32,2025-08-15 22:03:32
-746.13599,0.0,162153.0,1450.74072,0.02214,5000.0,1.0,-0.43941,0.0,62000,150000,2025-08-15 22:03:50,2025-08-15 22:03:50
-1539.52173,0.0,160851.5,899.0274,0.01372,5000.0,1.0,-0.48774,0.0,62100,150000,2025-08-15 22:04:08,2025-08-15 22:04:08
-924.15881,0.0,161660.90625,1349.3136,0.02059,5000.0,1.0,-0.45473,0.0,62200,150000,2025-08-15 22:04:26,2025-08-15 22:04:26
-1737.18616,0.0,162701.96875,916.89453,0.01399,5000.0,1.0,-0.53085,0.0,62300,150000,2025-08-15 22:04:44,2025-08-15 22:04:44
-897.93823,0.0,153651.9375,1316.42566,0.02009,5000.0,1.0,-0.4429,0.0,62400,150000,2025-08-15 22:05:03,2025-08-15 22:05:03
-1730.17749,0.0,155435.28125,916.21667,0.01398,5000.0,1.0,-0.52931,0.0,62500,150000,2025-08-15 22:05:21,2025-08-15 22:05:21
-1299.59351,0.0,157955.01562,1116.10864,0.01703,5000.0,1.0,-0.48317,0.0,62600,150000,2025-08-15 22:05:40,2025-08-15 22:05:40
-1159.76331,0.0,156403.34375,1042.59717,0.01591,5000.0,1.0,-0.4405,0.0,62700,150000,2025-08-15 22:05:58,2025-08-15 22:05:58
-1233.36743,0.0,152818.21875,1126.59277,0.01719,5000.0,1.0,-0.47202,0.0,62800,150000,2025-08-15 22:06:17,2025-08-15 22:06:17
-737.51099,0.0,149238.23438,1639.91321,0.02502,5000.0,1.0,-0.47551,0.0,62900,150000,2025-08-15 22:06:35,2025-08-15 22:06:35
-847.02563,0.0,152050.25,1513.53955,0.02309,5000.0,1.0,-0.47214,0.0,63000,150000,2025-08-15 22:06:54,2025-08-15 22:06:54
-641.61536,0.0,158894.70312,1465.1488,0.02236,5000.0,1.0,-0.42138,0.0,63100,150000,2025-08-15 22:07:12,2025-08-15 22:07:12
-665.40222,0.0,154908.76562,1318.8009,0.02012,5000.0,1.0,-0.39687,0.0,63200,150000,2025-08-15 22:07:31,2025-08-15 22:07:31
-1476.16602,0.0,157215.75,1329.36157,0.02028,5000.0,1.0,-0.56114,0.0,63300,150000,2025-08-15 22:07:49,2025-08-15 22:07:49
-1670.3197,0.0,155510.70312,1044.52014,0.01594,5000.0,1.0,-0.543,0.0,63400,150000,2025-08-15 22:08:08,2025-08-15 22:08:08
-971.14636,0.0,159578.15625,1286.81763,0.01964,5000.0,1.0,-0.45162,0.0,63500,150000,2025-08-15 22:08:26,2025-08-15 22:08:26
-1383.2168,0.0,157703.34375,992.8111,0.01515,5000.0,1.0,-0.47524,0.0,63600,150000,2025-08-15 22:08:44,2025-08-15 22:08:44
-583.36804,0.0,156770.15625,1238.73071,0.0189,5000.0,1.0,-0.36445,0.0,63700,150000,2025-08-15 22:09:03,2025-08-15 22:09:03
548.81262,0.0,153124.46875,2275.47998,0.03472,5000.0,1.0,-0.34536,0.0,63800,150000,2025-08-15 22:09:21,2025-08-15 22:09:21
-947.13647,0.0,158066.03125,1240.40686,0.01893,5000.0,1.0,-0.43754,0.0,63900,150000,2025-08-15 22:09:40,2025-08-15 22:09:40
-1711.34473,0.0,157045.34375,857.87878,0.01309,5000.0,1.0,-0.51388,0.0,64000,150000,2025-08-15 22:09:58,2025-08-15 22:09:58
-1069.1311,0.0,156044.25,1181.31909,0.01803,5000.0,1.0,-0.45012,0.0,64100,150000,2025-08-15 22:10:16,2025-08-15 22:10:16
-1207.02612,0.0,153749.9375,1171.34302,0.01787,5000.0,1.0,-0.4757,0.0,64200,150000,2025-08-15 22:10:34,2025-08-15 22:10:34
-1098.39807,0.0,153903.46875,1259.34448,0.01922,5000.0,1.0,-0.47158,0.0,64300,150000,2025-08-15 22:10:52,2025-08-15 22:10:52
-1061.11279,0.0,151128.35938,1211.5979,0.01849,5000.0,1.0,-0.45457,0.0,64400,150000,2025-08-15 22:11:11,2025-08-15 22:11:11
-1325.59595,0.0,158995.5625,1135.93286,0.01733,5000.0,1.0,-0.49234,0.0,64500,150000,2025-08-15 22:11:30,2025-08-15 22:11:30
-559.84644,0.0,154776.07812,1571.17651,0.02397,5000.0,1.0,-0.42624,0.0,64600,150000,2025-08-15 22:11:49,2025-08-15 22:11:49
-1546.38391,0.0,162603.65625,667.78845,0.01019,5000.0,1.0,-0.44287,0.0,64700,150000,2025-08-15 22:12:07,2025-08-15 22:12:07
-731.20435,0.0,149239.01562,1613.74792,0.02462,5000.0,1.0,-0.46902,0.0,64800,150000,2025-08-15 22:12:26,2025-08-15 22:12:26
-1140.16711,0.0,156117.4375,1150.8894,0.01756,5000.0,1.0,-0.45824,0.0,64900,150000,2025-08-15 22:12:44,2025-08-15 22:12:44
-1212.10425,0.0,159227.35938,984.42303,0.01502,5000.0,1.0,-0.43934,0.0,65000,150000,2025-08-15 22:13:05,2025-08-15 22:13:05
-1505.58765,0.0,155840.4375,1055.50623,0.01611,5000.0,1.0,-0.51225,0.0,65100,150000,2025-08-15 22:13:23,2025-08-15 22:13:23
-974.03125,0.0,157720.73438,1176.45312,0.01795,5000.0,1.0,-0.43013,0.0,65200,150000,2025-08-15 22:13:42,2025-08-15 22:13:42
-1221.47449,0.0,166794.8125,1028.17712,0.01569,5000.0,1.0,-0.44996,0.0,65300,150000,2025-08-15 22:14:00,2025-08-15 22:14:00
-1678.6969,0.0,157972.40625,909.89905,0.01388,5000.0,1.0,-0.51775,0.0,65400,150000,2025-08-15 22:14:19,2025-08-15 22:14:19
-997.97424,0.0,155682.45312,1399.95947,0.02136,5000.0,1.0,-0.47962,0.0,65500,150000,2025-08-15 22:14:37,2025-08-15 22:14:37
-750.05115,0.0,162665.9375,1326.05615,0.02023,5000.0,1.0,-0.41525,0.0,65600,150000,2025-08-15 22:14:56,2025-08-15 22:14:56
-911.75513,0.0,156820.65625,1209.17664,0.01845,5000.0,1.0,-0.42422,0.0,65700,150000,2025-08-15 22:15:14,2025-08-15 22:15:14
-1343.47168,0.0,160595.65625,853.77356,0.01303,5000.0,1.0,-0.43948,0.0,65800,150000,2025-08-15 22:15:33,2025-08-15 22:15:33
-1490.47925,0.0,163820.95312,794.25293,0.01212,5000.0,1.0,-0.45698,0.0,65900,150000,2025-08-15 22:15:51,2025-08-15 22:15:51
-1437.52039,0.0,152054.09375,1078.32043,0.01645,5000.0,1.0,-0.5032,0.0,66000,150000,2025-08-15 22:16:09,2025-08-15 22:16:09
-1390.9314,0.0,165930.15625,778.91217,0.01189,5000.0,1.0,-0.434,0.0,66100,150000,2025-08-15 22:16:28,2025-08-15 22:16:28
-1282.39587,0.0,161505.09375,1124.23682,0.01715,5000.0,1.0,-0.48136,0.0,66200,150000,2025-08-15 22:16:46,2025-08-15 22:16:46
-1622.55908,0.0,153029.375,1133.58691,0.0173,5000.0,1.0,-0.55126,0.0,66300,150000,2025-08-15 22:17:05,2025-08-15 22:17:05
-1548.76514,0.0,159868.54688,826.25928,0.01261,5000.0,1.0,-0.47504,0.0,66400,150000,2025-08-15 22:17:23,2025-08-15 22:17:23
-1002.97046,0.0,161993.4375,941.91699,0.01437,5000.0,1.0,-0.38901,0.0,66500,150000,2025-08-15 22:17:41,2025-08-15 22:17:41
-991.44714,0.0,152444.0,1262.06079,0.01926,5000.0,1.0,-0.45073,0.0,66600,150000,2025-08-15 22:18:00,2025-08-15 22:18:00
-1197.49133,0.0,160885.54688,1083.11926,0.01653,5000.0,1.0,-0.45615,0.0,66700,150000,2025-08-15 22:18:18,2025-08-15 22:18:18
-1176.28394,0.0,158159.21875,1008.53442,0.01539,5000.0,1.0,-0.437,0.0,66800,150000,2025-08-15 22:18:37,2025-08-15 22:18:37
-1440.11572,0.0,156855.95312,776.01404,0.01184,5000.0,1.0,-0.44326,0.0,66900,150000,2025-08-15 22:18:55,2025-08-15 22:18:55
-1303.96069,0.0,158164.3125,1073.75415,0.01638,5000.0,1.0,-0.47557,0.0,67000,150000,2025-08-15 22:19:13,2025-08-15 22:19:13
-654.68835,0.0,156437.90625,1912.53113,0.02918,5000.0,1.0,-0.51348,0.0,67100,150000,2025-08-15 22:19:32,2025-08-15 22:19:32
-1208.9397,0.0,162680.10938,1009.95288,0.01541,5000.0,1.0,-0.44381,0.0,67200,150000,2025-08-15 22:19:50,2025-08-15 22:19:50
-1630.00037,0.0,157323.59375,1025.33423,0.01565,5000.0,1.0,-0.5311,0.0,67300,150000,2025-08-15 22:20:09,2025-08-15 22:20:09
-1810.30713,0.0,154086.84375,1079.09448,0.01647,5000.0,1.0,-0.57791,0.0,67400,150000,2025-08-15 22:20:27,2025-08-15 22:20:27
-665.64929,0.0,157328.96875,1415.95581,0.02161,5000.0,1.0,-0.41635,0.0,67500,150000,2025-08-15 22:20:45,2025-08-15 22:20:45
-620.79553,0.0,159352.71875,1459.4502,0.02227,5000.0,1.0,-0.41608,0.0,67600,150000,2025-08-15 22:21:03,2025-08-15 22:21:03
-266.44153,0.0,162704.79688,1866.604,0.02848,5000.0,1.0,-0.42664,0.0,67700,150000,2025-08-15 22:21:22,2025-08-15 22:21:22
-1751.23303,0.0,152399.5625,1168.85925,0.01784,5000.0,1.0,-0.58405,0.0,67800,150000,2025-08-15 22:21:40,2025-08-15 22:21:40
-1331.30298,0.0,162085.5625,1049.27075,0.01601,5000.0,1.0,-0.47615,0.0,67900,150000,2025-08-15 22:21:58,2025-08-15 22:21:58
-1018.88538,0.0,159304.6875,1256.95337,0.01918,5000.0,1.0,-0.4552,0.0,68000,150000,2025-08-15 22:22:17,2025-08-15 22:22:17
-1374.00488,0.0,163737.26562,916.22668,0.01398,5000.0,1.0,-0.45808,0.0,68100,150000,2025-08-15 22:22:35,2025-08-15 22:22:35
-1525.79028,0.0,154675.65625,1047.35291,0.01598,5000.0,1.0,-0.51466,0.0,68200,150000,2025-08-15 22:22:53,2025-08-15 22:22:53
-552.93604,0.0,169882.40625,1455.83911,0.02221,5000.0,1.0,-0.40179,0.0,68300,150000,2025-08-15 22:23:11,2025-08-15 22:23:11
-1054.04199,0.0,159596.6875,1086.42786,0.01658,5000.0,1.0,-0.42813,0.0,68400,150000,2025-08-15 22:23:30,2025-08-15 22:23:30
-754.05249,0.0,159099.75,1194.24146,0.01822,5000.0,1.0,-0.38969,0.0,68500,150000,2025-08-15 22:23:48,2025-08-15 22:23:48
-1280.89807,0.0,163493.5625,1032.78906,0.01576,5000.0,1.0,-0.46277,0.0,68600,150000,2025-08-15 22:24:06,2025-08-15 22:24:06
-738.33044,0.0,156954.17188,1370.8219,0.02092,5000.0,1.0,-0.42186,0.0,68700,150000,2025-08-15 22:24:24,2025-08-15 22:24:24
-1288.12366,0.0,159755.28125,1057.34961,0.01613,5000.0,1.0,-0.46913,0.0,68800,150000,2025-08-15 22:24:43,2025-08-15 22:24:43
-1659.35522,0.0,155894.0625,801.53284,0.01223,5000.0,1.0,-0.49221,0.0,68900,150000,2025-08-15 22:25:01,2025-08-15 22:25:01
-1564.61841,0.0,163517.82812,759.12549,0.01158,5000.0,1.0,-0.46478,0.0,69000,150000,2025-08-15 22:25:19,2025-08-15 22:25:19
-1474.52344,0.0,160841.28125,877.9082,0.0134,5000.0,1.0,-0.47052,0.0,69100,150000,2025-08-15 22:25:38,2025-08-15 22:25:38
-1211.79883,0.0,158779.46875,1119.04626,0.01708,5000.0,1.0,-0.4662,0.0,69200,150000,2025-08-15 22:25:56,2025-08-15 22:25:56
-1230.62231,0.0,161231.34375,1323.56213,0.0202,5000.0,1.0,-0.51087,0.0,69300,150000,2025-08-15 22:26:15,2025-08-15 22:26:15
-1116.19678,0.0,161930.67188,918.38416,0.01401,5000.0,1.0,-0.40695,0.0,69400,150000,2025-08-15 22:26:33,2025-08-15 22:26:33
-687.26611,0.0,163637.03125,1369.90125,0.0209,5000.0,1.0,-0.41147,0.0,69500,150000,2025-08-15 22:26:51,2025-08-15 22:26:51
-49.57788,0.0,160276.46875,1802.30249,0.0275,5000.0,1.0,-0.37041,0.0,69600,150000,2025-08-15 22:27:10,2025-08-15 22:27:10
-1686.05505,0.0,161613.15625,655.83679,0.01001,5000.0,1.0,-0.46841,0.0,69700,150000,2025-08-15 22:27:28,2025-08-15 22:27:28
-1438.31006,0.0,160283.78125,749.87494,0.01144,5000.0,1.0,-0.43767,0.0,69800,150000,2025-08-15 22:27:47,2025-08-15 22:27:47
-1202.03284,0.0,159058.09375,1332.1311,0.02033,5000.0,1.0,-0.50686,0.0,69900,150000,2025-08-15 22:28:05,2025-08-15 22:28:05
-387.90112,0.0,159764.84375,1305.18994,0.01992,5000.0,1.0,-0.33865,0.0,70000,150000,2025-08-15 22:28:25,2025-08-15 22:28:25
-775.8374,0.0,161263.09375,1438.56848,0.02195,5000.0,1.0,-0.44291,0.0,70100,150000,2025-08-15 22:28:43,2025-08-15 22:28:43
-347.56653,0.0,153881.53125,1731.83081,0.02643,5000.0,1.0,-0.41591,0.0,70200,150000,2025-08-15 22:29:02,2025-08-15 22:29:02
-1671.30371,0.0,162695.09375,666.25208,0.01017,5000.0,1.0,-0.46754,0.0,70300,150000,2025-08-15 22:29:20,2025-08-15 22:29:20
